signal_date,from_symbol,from_name,to_symbol,to_name,reason,selection_reason,rank_1_symbol
2018-05-25,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-05-28,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-05-29,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-06-25,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-06-26,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-06-27,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-06-28,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-06-29,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-07-02,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-07-03,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-07-05,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-07-30,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-08-01,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2018-08-08,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-08-09,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2018-08-13,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-08-17,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2018-08-20,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-08-21,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-08-24,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2018-09-03,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-09-04,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2018-09-07,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-09-10,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-09-13,511880,银华日利ETF,399439.SZ,国证石油天然气指数,defensive_to_risk_reentry,top_ranked_risk_asset,399439.SZ
2018-09-30,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2018-10-08,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2018-10-11,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2018-10-31,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-11-01,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2018-11-06,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-11-12,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2018-11-21,980080.CN,国证成长100指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2018-11-22,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2018-11-23,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-12-03,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2018-12-04,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2018-12-06,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2019-01-10,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-01-11,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2019-01-14,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-01-16,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2019-01-23,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2019-01-24,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-01-29,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2019-02-22,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-03-26,980080.CN,国证成长100指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2019-03-27,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-03-31,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-04-01,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-04-12,980080.CN,国证成长100指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2019-04-22,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-05-08,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-05-13,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2019-05-28,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-05-29,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2019-05-30,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-05-31,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2019-07-04,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-07-08,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-07-09,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-07-10,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-07-19,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2019-07-22,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-07-31,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2019-08-01,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-08-02,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2019-08-23,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-08-26,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2019-09-04,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2019-09-24,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2019-10-21,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2019-12-03,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2019-12-04,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2019-12-09,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2020-01-13,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2020-01-23,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2020-02-24,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2020-03-09,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2020-03-10,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2020-03-11,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2020-03-13,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2020-04-07,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2020-04-10,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2020-05-19,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2020-05-21,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2020-06-19,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2020-07-23,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2020-08-12,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2020-09-04,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2020-09-08,511880,银华日利ETF,980081.CNI,国证价值100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980081.CNI
2020-09-09,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2020-10-14,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2020-10-19,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2020-10-23,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2020-10-26,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2020-11-04,511880,银华日利ETF,980081.CNI,国证价值100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980081.CNI
2020-12-01,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2020-12-07,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2020-12-25,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-01-28,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-02-02,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-02-03,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-02-22,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-03-08,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2021-03-12,511880,银华日利ETF,399439.SZ,国证石油天然气指数,defensive_to_risk_reentry,top_ranked_risk_asset,399439.SZ
2021-03-16,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2021-03-17,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-03-18,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2021-03-25,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2021-03-26,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2021-03-29,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2021-03-31,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2021-04-22,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-04-26,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-04-27,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-05-13,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2021-05-17,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-05-24,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2021-05-25,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-05-26,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2021-05-28,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-05-31,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2021-06-02,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-06-16,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-06-17,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-07-27,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-07-29,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-08-05,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-08-06,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-08-09,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-08-10,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2021-08-12,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-09-29,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2021-10-27,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2021-11-26,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2021-11-29,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2021-11-30,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2021-12-07,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2021-12-30,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2021-12-31,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-01-21,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-01-27,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-02-07,511880,银华日利ETF,980081.CNI,国证价值100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980081.CNI
2022-02-08,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-02-10,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-02-14,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-03-01,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2022-03-09,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-03-16,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-03-17,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-03-21,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-03-22,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2022-04-07,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-04-20,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-04-26,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
