signal_date,from_symbol,from_name,to_symbol,to_name,reason,selection_reason,rank_1_symbol
2022-04-29,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-05-05,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-05-09,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-05-10,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-05-18,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2022-06-13,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2022-06-17,399439.SZ,国证石油天然气指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2022-07-11,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-07-12,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2022-08-22,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2022-09-08,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-09-09,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2022-09-13,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-09-14,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2022-09-15,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-09-16,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-10-10,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-10-20,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-10-24,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-11-01,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2022-11-02,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-11-07,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2022-11-14,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2022-11-25,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2022-12-13,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-12-16,511880,银华日利ETF,980081.CNI,国证价值100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980081.CNI
2022-12-19,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-12-22,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2022-12-28,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2022-12-29,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2023-01-13,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2023-02-06,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-02-16,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2023-02-17,511880,银华日利ETF,399439.SZ,国证石油天然气指数,defensive_to_risk_reentry,top_ranked_risk_asset,399439.SZ
2023-02-20,399439.SZ,国证石油天然气指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-02-21,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2023-02-28,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-03-10,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-03-13,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-03-14,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-04-03,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-04-17,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2023-04-27,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-05-17,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-07-19,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2023-07-27,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-07-31,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-08-01,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-08-11,980081.CNI,国证价值100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2023-08-24,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2023-09-19,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2023-09-21,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-09-22,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2023-09-25,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-09-27,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2023-10-26,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2023-11-07,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2023-11-09,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2023-11-30,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-12-01,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2023-12-04,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-12-05,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2023-12-06,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2023-12-07,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-01-02,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-01-08,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2024-01-17,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-02-19,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2024-03-01,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2024-03-25,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-03-26,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2024-03-27,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-04-23,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2024-05-21,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-05-30,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2024-05-31,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-06-05,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2024-06-30,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-07-02,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2024-07-17,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-07-25,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-08-02,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2024-08-05,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-08-20,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2024-08-27,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-08-29,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-09-02,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-09-06,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2024-09-09,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-09-11,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2024-09-12,159934,黄金ETF易方达,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-09-13,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2024-09-27,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2024-10-09,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2024-10-22,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-10-23,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2024-10-24,399439.SZ,国证石油天然气指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2024-11-01,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-11-04,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2024-11-05,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-11-06,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2024-11-07,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-11-13,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2024-11-15,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2024-11-21,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2024-11-29,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2024-12-18,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2024-12-19,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2024-12-20,980081.CNI,国证价值100指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-01-02,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-01-06,159934,黄金ETF易方达,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-01-07,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-02-12,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-02-13,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-02-26,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-03-03,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2025-03-06,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2025-03-07,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2025-03-11,511880,银华日利ETF,980081.CNI,国证价值100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980081.CNI
2025-03-28,980081.CNI,国证价值100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-04-30,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-05-06,513100,纳指ETF国泰,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-05-08,159934,黄金ETF易方达,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-05-26,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-05-27,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-05-28,513100,纳指ETF国泰,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2025-05-29,511880,银华日利ETF,513100,纳指ETF国泰,defensive_to_risk_reentry,top_ranked_risk_asset,513100
2025-05-30,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-06-03,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-06-13,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-06-25,399439.SZ,国证石油天然气指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-07-14,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-07-15,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-09-08,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-10-28,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-11-10,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-11-18,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-11-21,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2025-12-01,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2025-12-11,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-01-21,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2026-01-28,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2026-02-02,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2026-02-13,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-02-24,511880,银华日利ETF,399439.SZ,国证石油天然气指数,defensive_to_risk_reentry,top_ranked_risk_asset,399439.SZ
2026-03-16,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-03-18,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2026-03-19,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-04-09,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2026-05-21,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-05-22,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-05-27,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-05-28,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-06-01,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-06-05,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-06-08,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
